SP500 Compound,SP500 Negative,SP500 Neutral,SP500 Positive,SP500 Text,Cramer Compound,Cramer Negative,Cramer Neutral,Cramer Positive,Cramer Text,Trump Compound,Trump Negative,Trump Neutral,Trump Positive,Trump Text,Dimon Compound,Dimon Negative,Dimon Neutral,Dimon Positive,Dimon Text,Blankfein Compound,Blankfein Negative,Blankfein Neutral,Blankfein Positive,Blankfein Text,Solomon Compound,Solomon Negative,Solomon Neutral,Solomon Positive,Solomon Text,Corbat Compound,Corbat Negative,Corbat Neutral,Corbat Positive,Corbat Text,Lead economists Compound,Lead economists Negative,Lead economists Neutral,Lead economists Positive,Lead economists Text,Powell Compound,Powell Negative,Powell Neutral,Powell Positive,Powell Text,FED Compound,FED Negative,FED Neutral,FED Positive,FED Text,Fink Compound,Fink Negative,Fink Neutral,Fink Positive,Fink Text
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9212,0.282,0.718,0.0,"washington - president donald trump is confronting the most dangerous crisis a u.s. leader has faced this century as the coronavirus spreads and a once-vibrant economy falters. as the turmoil deepens, the choices he makes in the critical weeks ahead will shap… [+8737 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9212,0.277,0.723,0.0,"washington (ap) president donald trump is confronting the most dangerous crisis a u.s. leader has faced this century as the coronavirus spreads and a once-vibrant economy falters. as the turmoil deepens, the choices he makes in the critical weeks ahead will s… [+8620 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9212,0.277,0.723,0.0,"washington (ap) president donald trump is confronting the most dangerous crisis a u.s. leader has faced this century as the coronavirus spreads and a once-vibrant economy falters. as the turmoil deepens, the choices he makes in the critical weeks ahead will s… [+8472 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,0.05,0.95,0.0,"last week we reported that morgan stanley's micheal wilson, who for most of 2018 and 2019 emerged as the biggest bear among wall street's big banks (this of course excludes such outlier bears as socgen's albert edwards who has for years been warning about wha… [+5987 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3597,0.069,0.811,0.12,"good morning and welcome to the second quarter, where ammunition sales are spiking and the only meat in left in the supermarket is likely plant-based. currently, market futures are pointing to a slightly negative open, confirming the recent rally was a head f… [+8544 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7003,0.072,0.742,0.186,"real estate weekly outlook
will the rent get paid? following strong gains last week after the successful passage of the massive $2.2 trillion stimulus package, u.s. equity markets declined on another volatile week as employment data painted a grim picture of… [+18989 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5719,0.114,0.845,0.041,"toronto -- 
canada's main stock index moved higher thursday as energy stocks surged on a record 25 per cent rise in crude oil prices.
oil prices jumped after u.s. president donald trump tweeted that he expected saudi arabia and russia to cut production by 1… [+2653 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7003,0.192,0.751,0.056,"<ul><li>the dow jones swung wildly between gains and losses on thursday.</li><li>stock market bulls shrugged off a miserable jobless claims report as trump rallied the oil price.</li><li>as the coronavirus shutdown continues, financial pressures on balance sh… [+4713 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215,0.0,0.905,0.095,"as the international spread of the novel coronavirus continues battering economies and taking down financial markets, many investors have selectively started buying stocks, exclusive survey data show.
of the 159 institutional investors surveyed on their next… [+3767 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6808,0.036,0.826,0.138,"* wall street closes down more than 4% 
* investors look nervously ahead to earnings 
* oil slides as consumption slows, inventories build 
* dollar, yen gain on safety bid 
by tom westbrook and herbert lash 
sydney/new york, april 2 (reuters) - asian eq… [+4029 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9524,0.341,0.659,0.0,"sydney/new york: asian equity markets and crude oil looked set for further losses on thursday, after a dire warning about the us coronavirus death toll and mounting evidence the fast-spreading disease has sent the world economy hurtling into a deep recession.… [+3925 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9633,0.374,0.626,0.0,"asian equity markets and crude oil looked set for further losses on thursday, after a dire warning about the u.s. coronavirus death toll and mounting evidence the fast-spreading disease has sent the world economy hurtling into a deep recession.
stocks on wal… [+3720 chars]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6652,0.039,0.823,0.138,"wolf richter wolfstreet.com, www.amazon.com/author/wolfrichter
holy moly, what a mess. but here is our hilarious cartoon of jerome powell tearing out his hair. gotta keep you sense of humor.
sunday at 5 p.m., the frazzled fed announced in a statement that i… [+4452 chars]",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5106,0.083,0.769,0.148,"<ul><li>gold prices jump to fresh seven-year highs and hold the fort in the 1720s in asia. </li><li>usd/jpy moving to fresh lows, supporting gold higher as us dollar slides. </li></ul>the us dollar was soft on monday and with the uncertainty pertaining to cov… [+1462 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2081,0.056,0.851,0.093,"stock prices have rebounded on the news that the covid-19 pandemic is improving in new york and other parts of the u.s., and on the news that the fed unveiled another $2.3 trillion bazooka of liquidity. despite these positives, several important factors, incl… [+11391 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4215,0.103,0.85,0.047,"stocks fell on wall street monday, erasing some of the market’s big gains from last week, as investors braced for a sobering first look at how the coronavirus pandemic has hurt company earnings.
a man with a protective mask stands in the rain in front of an … [+6025 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7184,0.178,0.777,0.045,"stocks fell on wall street monday, erasing some of the market’s big gains from last week, as investors braced for a sobering first look at how the coronavirus pandemic has hurt company earnings.
the s&amp;p 500 fell 1% after cutting its early losses by more … [+5231 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802,0.053,0.733,0.213,"<ul><li>us stocks slid on monday in their first day of trading after the s&amp;p 500 completed its best weekly gain since 1974.</li><li>investors mulled heightened uncertainty heading into earnings season.</li><li>jpmorgan, wells fargo, and johnson &amp; john… [+5158 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6124,0.134,0.813,0.053,"late last week, we showed a chart from credit suisse which could be simply described as ""insanity"" because it demonstrated that as the us careened into a depression, with gdp crashing and the unemployment rate soaring, between the latest fed-driven surge in s… [+10619 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2732,0.067,0.8,0.133,"analysts from wall streets top firms are getting more bullish on u.s. equities.
swift and sweeping fiscal and monetary policy responses from u.s. officials will ultimately support stock prices from here, blunting some of the damage as the coronavirus pandemi… [+6501 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4767,0.113,0.839,0.048,"stocks are closing lower on wall street as investors brace for what is sure to be widespread damage to company earnings because of the coronavirus. major banks and other companies will start reporting their earnings this week, including jpmorgan chase, which … [+5489 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802,0.052,0.739,0.209,"<ul><li>us stocks slid on monday in their first day of trading after the s&amp;p 500 completed its best weekly gain since 1974.</li><li>investors mulled heightened uncertainty heading into earnings season. </li><li>jpmorgan, wells fargo, and johnson &amp; joh… [+3222 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.068,0.844,0.089,"after the best week in decades for stocks...
consumer sentiment just suffered the largest single-month decline on record as americans became increasingly rattled by thousands of business closings and millions of layoffs across the country. not only did the u… [+3222 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1531,0.046,0.896,0.058,"photo by brooks kraft/ getty images
2016 brooks kraft
the easiest people to pick on in the market the last five years have been those decrying the everything bubble the permabears, twitter ranters, spam-hoarders and bitcoin hodlers who spent the bulk of the… [+3896 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4404,0.065,0.935,0.0,"<ul><li>the dow jones fell on monday, in part because coronavirus economic impact is expected to linger.</li><li>trumps plans to reopen the economy are a worry for the stock market as china reports an uptick in new cases.</li><li>four of the dows 30 member st… [+4288 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,0.095,0.806,0.099,"canaccord genuity chief market strategist tony dwyer is no stranger to bullish stock-market calls, but after a remarkable run for u.s. stocks over the past few weeks, he is now warning investors of a pullback ahead. bear markets typically have three phrases y… [+2512 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2023,0.04,0.96,0.0,"efforts by the federal reserve and other central banks to keep global financial markets functioning as the world reeled from the shock of the covid-10 pandemic are bearing fruit, but policy makers shouldnt spend too much time patting themselves on the back.pa… [+4392 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,0.0,0.943,0.057,"prominent morgan stanley analyst michael wilson is getting more bullish about stocks.morgan stanleys chief u.s. equity strategist in a monday research note, along with a team that includes adam virgadamo, andrew pauker and michelle weaver, doubled down on the… [+3426 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"citation: duarte-restrepo e, jaramillo-colorado be, duarte-jaramillo l (2020) effects of chlorpyrifos on the crustacean litopenaeus vannamei. plos one 15(4):
 e0231310.
https://doi.org/10.1371/journal.pone.0231310
editor: iddya karunasagar, nitte universit… [+24331 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4019,0.091,0.862,0.047,"abstract
leishmania donovani causes visceral leishmaniasis (vl), which is typically fatal without treatment. there is substantial variation between individuals in rates of disease progression, response to treatment and incidence of post-treatment sequelae, s… [+70873 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1027,0.081,0.806,0.114,"abstract
dipeptidyl peptidase-4 (dpp-4) is a proteolytic enzyme responsible for the rapid degradation of glucagon-like peptide 1 (glp-1) that is required for the secretion of insulin. dpp-4 also influences activation of node like receptor family, pyrin domai… [+45865 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6597,0.037,0.837,0.127,"amidst the economic carnage that has been inflicted on the global economy, there surprisingly has been a tremendous rally taking place. indeed the s&amp;p is up 24% from its lows march 23rd.
this has gone against the smartest investing minds i know and follo… [+16934 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"source: cnbc.com
the s&amp;p 500/spx (sp500) has surged by over 25% since a bottom was put in several weeks ago.
source:stockcharts.com
it has been a notable rebound since we called the bottom in our marketplace group on march 23rd.
source
however, a pot… [+11159 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215,0.052,0.858,0.09,"for much of 2019, morgan stanley's chief equity strategist micheal wilson issued a weekly sermon of fire and brimstone in his monday morning market takes, which contrasted with the euphoric pronouncements by his peers at other banks - most notably goldman, wh… [+9667 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"in an intra-day note to investors, gorilla trades strategist ken berman, while commenting on the price oil and energy-related stocks, said:
get our activist investing case study!
get the entire 10-part series on our in-depth study on activist investing in p… [+2220 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4576,0.0,0.935,0.065,"it's time to discuss one of the most interesting reits on the market. the san francisco, ca-based provider of logistics real estate prologis (nyse:pld) is operating in one of the hottest markets right now. the company is benefiting from a domestic and global … [+12801 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,0.041,0.787,0.171,"the s&amp;p 500 enjoyed its biggest bounce in 46 years last week. which followed the biggest/fastest drop from an all-time high since, well, ever. so, naturally, the question now becomes, where do we go from here?
markets cheered the fed's sledgehammer respo… [+12007 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"ray dalio (trades, portfolio), the billionaire hedge fund manager, famously claimed ""cash is trash"" in january. at the time, covid-19 was not classified as a pandemic by the world health organization, and many expected the spread of the virus to be contained … [+7908 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4939,0.0,0.938,0.062,"eschler recovery fund commentary for the first quarter ended march 31, 2020.
get the full series in pdf
get the entire 10-part series on charlie munger in pdf. save it to your desktop, read it on your tablet, or email to your colleagues.
q1 2020 hedge fund… [+11427 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"my oh my how a two-week long bear market rally and unprecedented stimulus actions by the federal reserve could change ones thinking on stocks still dealing with the bruising coronavirus pandemic.
somewhat under the radar on monday, veteran goldman sachs stra… [+2334 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215,0.044,0.857,0.1,"the force that has propelled the stock market rally is about to exhaust itself this week. that force is related to a short-squeeze. lets explore with the help of a chart. please click here for an annotated chart of dow jones industrial average etf
 dia, 
 -… [+4342 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6249,0.091,0.909,0.0,"the stock market has probably found a floor and its price action suggests a sharp economic recovery, according to goldman sachs.
investors are pricing in the possibility the worst of the covid-19 pandemic is behind us and that the extraordinary measures poli… [+2068 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3612,0.0,0.941,0.059,"reits have been one of the worst-performing asset classes since the outbreak of covid-19. they have been extremely sensitive to the social distancing measures (including the duration of these measures) as exemplified by the following two charts:
source: ycha… [+6523 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8834,0.0,0.78,0.22,"authored by eric peters, cio of one river asset management
tales of survival (as excerpted from the author's note)
the united states is a business, run by corporate ceos, who own the politicians. america is many other things as well, some beautiful, others … [+2224 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,<ul><li>goldman sachs predicts that the s&amp;p 500 wont register new lows.</li><li>the investment banks forecast is based on the assumption that there wont be a new wave of infections after the economy reopens.</li><li>morgan stanley offers a much more reali… [+3609 chars],,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1027,0.081,0.83,0.089,"in a post last week (maybe covid-19 won’t be that bad), i wrote that the impact of the virus in terms of deaths and strain on american hospitals looked like it might be less than what was feared. developments over the last week have supported that view. the i… [+5256 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7262,0.057,0.796,0.147,"authored by richard breslow via bloomberg,
today shouldnt count.
we are coming off a long weekend, but with little joy to show for the extra rest and holiday.
with a lot of the world taking an extra day off there hasnt been much interest in trading. or any… [+2614 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2023,0.0,0.961,0.039,"one of the trends in the first quarter of 2020 has been the significant underperformance of small-cap equities as a market segment amid the extreme levels of volatility. for context, the ishares russell 2000 etf (iwm) is down about 25% compared to a 13% decli… [+7510 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258,0.069,0.86,0.071,"us stocks retreated on monday after a strong rally last week as investors brace for the first-quarter earnings season to underline the coronavirus-induced damage to corporate america. 
the dow jones industrial average fell 200 points, or 0.9%, at the open to… [+2329 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802,0.053,0.733,0.213,"reuters
<ul><li>us stocks slid on monday after the s&amp;p 500 completed its best weekly gain since 1974.</li><li>investors mulled heightened uncertainty heading into earnings season. </li><li>jpmorgan, wells fargo, and johnson &amp; johnson are among the fi… [+3035 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404,0.12,0.721,0.158,"u.s. stocks are unlikely to make fresh lows thanks to the “do whatever it takes” approach of policy makers, according to goldman sachs group inc.
a combination of unprecedented policy support and a flattening viral curve has “dramatically” cut risks to both … [+1258 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802,0.053,0.733,0.213,"<ul><li>us stocks slid on monday after the s&amp;p 500 completed its best weekly gain since 1974.</li><li>investors mulled heightened uncertainty heading into earnings season.</li><li>jpmorgan, wells fargo, and johnson &amp; johnson are among the firms set to… [+3185 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0772,0.055,0.883,0.062,"getty images
getty images
key takeaways:
<ul><li>shaky start to week as investors eye host of earnings news beginning tuesday</li><li>crude pares earlier gains after historic production cut agreement</li><li>banks kick off earnings season tomorrow, and key… [+11424 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2732,0.046,0.884,0.069,"reuters: wall street was set to open lower on monday after a strong rally last week, with investors bracing for an expected slide in quarterly earnings and signs of the lingering impact of the coronavirus outbreak on corporate america.
the s&amp;p 500 ended … [+2763 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4939,0.044,0.823,0.133,"(for a live blog on the u.s. stock market, click or type live/ in a news window) 
* gilead gains on covid-19 experimental drug update 
* energy stocks rise after opec+ agrees record output cut 
* futures off: dow 0.28%, s&amp;p 0.22%, nasdaq 0.25% (adds qu… [+2972 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2263,0.0,0.956,0.044,"one week ago, around the time jeffrey gundlach said he was covering his shorts and looking for stocks to rebound, wall street's formerly biggest bear, morgan stanley equity strategist michael wilson, flipped a u-turn and surprised many of his peers - especial… [+6332 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5423,0.126,0.829,0.045,"most of us are done with 2020. it's only april. i mean, we're all stuck at home. i hear how people are eating like crazy and wine glasses are always full. there's nothing to do, right?
it's our nature to seek distraction. you ever hear someone say, ""if i'm n… [+5760 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7906,0.04,0.766,0.193,"good morning and welcome to a week starting off with something other than ""covid-19"" in the headlines. this will likely be a historic moment for energy players since the us agreed to cut production with opec+ for the first time. those looking for more memorab… [+9243 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7906,0.04,0.766,0.193,"good morning and welcome to a week starting off with something other than ""covid-19"" in the headlines. this will likely be a historic moment for energy players since the us agreed to cut production with opec+ for the first time. those looking for more memorab… [+9243 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7906,0.04,0.766,0.193,"good morning and welcome to a week starting off with something other than ""covid-19"" in the headlines. this will likely be a historic moment for energy players since the us agreed to cut production with opec+ for the first time. those looking for more memorab… [+9514 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4767,0.0,0.919,0.081,"ap photo/mark lennihan
<ul><li>the government's trillions of dollars in fiscal and monetary relief likely established a stock market bottom, goldman sachs said monday.</li><li>slowing coronavirus infection rates in some of the us's largest hotspots further s… [+3058 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3182,0.071,0.883,0.046,"co-produced with trapping value
there were times you could hit the snooze button on the stock markets and wake up a week later to find that nothing has really changed. last week was not one of those times. we had fast and furious developments and price actio… [+10557 chars]",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0772,0.082,0.867,0.052,"investment management giant blackrock inc.
 blk, 
 +4.53%
filed late thursday its 2020 proxy statement with the securities and exchange commission, showing that chief executive larry fink has taken a pay cut for the second-straight year in 2019. fink's bas… [+822 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.056,0.867,0.077,"blackrock increased the pay of larry fink, its chief executive, by 5 per cent to $25.3 million (23 million) last year as the fund managers assets under management swelled to a record high.
the pay rise, which in part reflects the 28 per cent rebound in black… [+2513 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0772,0.084,0.806,0.109,"we have an opportunity to build a better economy. the question is whether we will seize it.  
photo by pat greenhouse/the boston globe via getty images
boston globe via getty images
the covid-19 pandemic has not only wrought untold human tragedy, it has la… [+6799 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"going linux · show notes
2020 episodes:
mar 17: #388 · linux spotlight interview 
rocco (bigdaddylinux) interviews larry on episode 39 of the linux spotlight.
the following resources are mentioned in this episode:
<ol><li>linux spotlight interview: https… [+748545 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.128,0.084,0.863,0.053,"the controversial stock buyback has met its most formidable opponent perhaps ever.
its name is coronavirus.
with household name companies like delta air lines, intel and others in search of cash as the u.s. economy grinds to a complete stop amid the pandemi… [+6683 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6808,0.0,0.874,0.126,"before the covid-19 pandemic took over captains of industry were queuing up to champion stakeholder capitalism. a growing and long overdue consensus was emerging that shareholder primacy is not the be-all and end-all, and business should take a more long term… [+7360 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5563,0.097,0.903,0.0,"with the un pushing to cut greenhouse emissions by 7.6 percent every year between now and 2030, the time to act on climate is now. as sustainability and impact investing become mainstream, companies are facing more pressure from all sides -- investors, employ… [+4702 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404,0.0,0.913,0.087,"coronavirus impact
an increasing wave of companies and ceos are doubling down on sustainability and equality commitments as they grapple with what role they play in a changing society. salesforce has long been a believer that business can be one of the bigge… [+6888 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215,0.128,0.713,0.159,"normally, the ""style box update"" is done mid-quarter and then the last day of the quarter, but tuesday might be busy.
growth is still hammering value, and by a wide, wide, margin. no doubt energy and now the financial sector have dragged the ""value"" style th… [+5113 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9366,0.0,0.75,0.25,"coronavirus might be the biggest story of the decade, but climate change will be the grand narrative of the century. 
as energy of any kind becomes of premium value to the planet, and the worlds transport systems come onto the electric grid, how will notorio… [+9224 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1308,0.048,0.874,0.078,"calvin coolidge, who occupied the white house in the run-up to 1929 and the great depression, left little lasting impression. 
but his observation that 'the chief business of the american people is business' is as valid as ever. 
as donald trump and the con… [+4456 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128,0.043,0.903,0.055,"alex wong/getty images
<ul><li>top executives sold a total of $9.2 billion in their firms' stock before markets hit fresh lows on march 20, the wall street journal reported tuesday.</li><li>the sales made between february 1 and march 19 led corporate leaders… [+4777 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1779,0.092,0.855,0.053,"<ul><li>top executives sold a total of $us9.2 billion in their firms’ stock before markets hit fresh lows on march 20,the wall street journal reported tuesday.</li><li>the sales made between february 1 and march 19 led corporate leaders to avoid potential los… [+4955 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0772,0.099,0.807,0.093,"legendary corporate raider carl icahn warned that trouble was brewing in the fast-growing exchange traded fund industry when he locked horns with blackrock chief larry fink in 2015.
the world’s largest asset manager had created an illusion of liquidity in hi… [+7065 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7506,0.0,0.853,0.147,"as investors prepare for the 2020 proxy voting season and try to assess the prospects for climate-related shareholder proposals (and decide how to vote), looking at data from last years proxy votes by asset managers can help. 
the 2019 data show that, for th… [+17275 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7506,0.0,0.853,0.147,"as investors prepare for the 2020 proxy voting season and try to assess the prospects for climate-related shareholder proposals (and decide how to vote), looking at data from last years proxy votes by asset managers can help. 
the 2019 data show that, for th… [+17275 chars]"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,"going linux · show notes
2020 episodes:
mar 17: #388 · linux spotlight interview 
rocco (bigdaddylinux) interviews larry on episode 39 of the linux spotlight.
the following resources are mentioned in this episode:
<ol><li>linux spotlight interview: https… [+748545 chars]"
