Date,SPY Close,Daily Returns,Cumulative Returns,VIX Close,SPX 1M 25DP Vol BVOL INDEX,SPX 1M 25DC Vol BVOL INDEX,SPX 1M 100 Vol BVOL INDEX,P/C Ratio,P/C Spread,P/ATM Ratio,P/ATM Spread,ATM/C Ratio,ATM/C Spread
2018-12-19,239.87893676757812,-0.014975706958157309,0.5078908451156852,25.579999923706055,31.0685,23.3188,26.8482,1.33,7.75,1.16,4.22,1.15,3.53
2018-12-20,235.9741973876953,-0.016277958508988055,0.48334546050280913,28.3799991607666,29.3079,21.695,25.1265,1.35,7.61,1.17,4.18,1.16,3.43
2018-12-21,231.13919067382812,-0.020489556771003614,0.4529523694788262,30.110000610351562,27.4599,19.602,23.177,1.4,7.86,1.18,4.28,1.18,3.58
2018-12-24,225.03179931640625,-0.02642300225944949,0.41456100573721466,36.06999969482422,23.6201,17.766,20.4119,1.33,5.85,1.16,3.21,1.15,2.65
2018-12-26,236.40151977539062,0.050524950222692544,0.48603163013904926,30.40999984741211,25.6465,19.7959,22.7372,1.3,5.85,1.13,2.91,1.15,2.94
2018-12-27,238.21644592285156,0.007677303213555087,0.4974403455485603,29.959999084472656,22.1268,16.4069,18.9496,1.35,5.72,1.17,3.18,1.15,2.54
2018-12-28,237.90916442871094,-0.001289925609250897,0.49550875889851165,28.34000015258789,22.0123,16.3924,18.9572,1.34,5.62,1.16,3.06,1.16,2.56
2018-12-31,239.9929656982422,0.008758810424705832,0.5086076366061909,25.420000076293945,21.0331,15.5499,17.9386,1.35,5.48,1.17,3.09,1.15,2.39
2019-01-02,240.2426300048828,0.001040298435057263,0.5101770387696678,23.219999313354492,20.5727,14.8263,17.3431,1.39,5.75,1.19,3.23,1.17,2.52
2019-01-03,234.509765625,-0.023862810608451523,0.47413997010827513,25.450000762939453,19.4853,14.7519,16.6955,1.32,4.73,1.17,2.79,1.13,1.94
2019-01-04,242.3648681640625,0.03349584405633421,0.5235175326642312,21.3799991607666,18.4767,13.2945,15.4768,1.39,5.18,1.19,3.0,1.16,2.18
2019-01-07,244.27581787109375,0.007884598628121742,0.5355298569121949,21.399999618530273,19.8261,13.1975,15.9786,1.5,6.63,1.24,3.85,1.21,2.78
2019-01-08,246.57086181640625,0.009395297354090282,0.5499566165139687,20.469999313354492,18.4787,12.8539,14.9684,1.44,5.62,1.23,3.51,1.16,2.11
2019-01-09,247.72320556640625,0.004673479021450655,0.5572003062454054,19.979999542236328,18.187,12.8861,14.7825,1.41,5.3,1.23,3.4,1.15,1.9
2019-01-10,248.59706115722656,0.0035275483732832846,0.5626934056525776,19.5,17.1705,12.4567,14.1243,1.38,4.71,1.22,3.05,1.13,1.67
2019-01-11,248.693115234375,0.0003863846044731556,0.5632972063260335,18.190000534057617,16.6176,11.9849,13.825,1.39,4.63,1.2,2.79,1.15,1.84
2019-01-14,247.17587280273438,-0.006100862222143677,0.5537597454579763,19.06999969482422,19.9197,14.9285,16.8654,1.33,4.99,1.18,3.05,1.13,1.94
2019-01-15,250.00869750976562,0.011460765465940437,0.5715670214910895,18.600000381469727,19.7008,14.1356,16.5579,1.39,5.57,1.19,3.14,1.17,2.42
2019-01-16,250.61363220214844,0.0024196545896535415,0.5753696708475886,19.040000915527344,18.274,12.863,14.9932,1.42,5.41,1.22,3.28,1.17,2.13
2019-01-17,252.51499938964844,0.007586846616413734,0.5873217589044595,18.059999465942383,17.1181,12.4101,14.3126,1.38,4.71,1.2,2.81,1.15,1.9
2019-01-18,255.87600708007812,0.013310130877585591,0.6084492192603173,17.799999237060547,19.0325,13.8561,15.9878,1.37,5.18,1.19,3.04,1.15,2.13
2019-01-22,252.41896057128906,-0.013510631763560266,0.5867180541485051,20.799999237060547,19.2521,14.1399,16.2887,1.36,5.11,1.18,2.96,1.15,2.15
2019-01-23,252.94712829589844,0.002092424924870828,0.590038142553748,19.520000457763672,17.435,12.8787,14.6872,1.35,4.56,1.19,2.75,1.14,1.81
2019-01-24,253.08154296875,0.0005313943421976219,0.5908830798265794,18.889999389648438,15.9522,12.2557,13.6635,1.3,3.7,1.17,2.29,1.11,1.41
2019-01-25,255.22300720214844,0.008461558311515738,0.6043444297733358,17.420000076293945,15.8418,11.8646,13.394,1.34,3.98,1.18,2.45,1.13,1.53
2019-01-28,253.28323364257812,-0.007600308376720655,0.5921509173645845,18.8700008392334,14.5687,11.2809,12.4795,1.29,3.29,1.17,2.09,1.11,1.2
2019-01-29,252.94712829589844,-0.0013269940605463715,0.5900381425537482,19.1299991607666,14.7851,11.1111,12.5176,1.33,3.67,1.18,2.27,1.13,1.41
2019-01-30,256.9515380859375,0.015831015030756568,0.6152100602879929,17.65999984741211,14.5683,11.2634,12.5303,1.29,3.3,1.16,2.04,1.11,1.27
2019-01-31,259.2081298828125,0.00878216886220895,0.6293951077853808,16.56999969482422,15.9793,11.8082,13.4867,1.35,4.17,1.18,2.49,1.14,1.68
2019-02-01,259.3330078125,0.00048176702537827687,0.6301800966196245,16.139999389648438,15.4285,11.3745,13.0529,1.36,4.05,1.18,2.38,1.15,1.68
2019-02-04,261.157470703125,0.007035212779177291,0.6416487604677232,15.729999542236328,15.4029,11.318,13.1268,1.36,4.08,1.17,2.28,1.16,1.81
2019-02-05,262.25225830078125,0.004192059276377336,0.6485306493825953,15.569999694824219,14.7131,10.9375,12.4342,1.35,3.78,1.18,2.28,1.14,1.5
2019-02-06,261.90655517578125,-0.0013182083816548618,0.6463575424631642,15.380000114440918,14.975,11.197000000000001,12.7367,1.34,3.78,1.18,2.24,1.14,1.54
2019-02-07,259.40985107421875,-0.009532804934518802,0.6306631371583891,16.3700008392334,15.5854,11.7354,13.2095,1.33,3.85,1.18,2.38,1.13,1.47
2019-02-08,259.7267150878906,0.0012214802651469014,0.6326549599995306,15.720000267028809,14.2491,10.534,12.0063,1.35,3.72,1.19,2.24,1.14,1.47
2019-02-11,259.8707580566406,0.0005545943500699924,0.63356042121596,15.970000267028809,14.2616,10.5573,12.1188,1.35,3.7,1.18,2.14,1.15,1.56
2019-02-12,263.2125244140625,0.012859339705675987,0.6545669296021233,15.430000305175781,13.7569,10.1079,11.6472,1.36,3.65,1.18,2.11,1.15,1.54
2019-02-13,264.067138671875,0.003246860154982878,0.6599390770396008,15.649999618530273,14.3145,10.3066,12.1834,1.39,4.01,1.17,2.13,1.18,1.88
2019-02-14,263.4814147949219,-0.0022180869603807274,0.6562571878177927,16.219999313354492,13.4346,9.7963,11.4228,1.37,3.64,1.18,2.01,1.17,1.63
2019-02-15,266.35260009765625,0.010897107505548842,0.6743056004502812,14.90999984741211,13.9208,9.9825,11.5456,1.39,3.94,1.21,2.38,1.16,1.56
2019-02-19,266.8135681152344,0.0017306683599451755,0.6772032681778595,14.880000114440918,14.2086,10.1428,11.9573,1.4,4.07,1.19,2.25,1.18,1.81
2019-02-20,267.351318359375,0.002015453141829715,0.6805835927741957,14.020000457763672,14.0499,10.0375,11.8219,1.4,4.01,1.19,2.23,1.18,1.78
2019-02-21,266.40069580078125,-0.0035557055204640253,0.6746079324157672,14.460000038146973,14.3966,10.0811,12.0463,1.43,4.32,1.2,2.35,1.19,1.97
2019-02-22,268.0523376464844,0.006199840585019434,0.6849902346391539,13.510000228881836,12.7797,9.1004,10.5622,1.4,3.68,1.21,2.22,1.16,1.46
2019-02-25,268.417236328125,0.0013612963977276404,0.6872840057757743,14.850000381469727,14.7376,9.5041,11.6664,1.55,5.23,1.26,3.07,1.23,2.16
2019-02-26,268.2251892089844,-0.0007154798319503053,0.6860767880988694,15.170000076293945,14.7707,9.885,11.8794,1.49,4.89,1.24,2.89,1.2,1.99
2019-02-27,268.10992431640625,-0.0004297317970696213,0.6853522272907222,14.699999809265137,16.0382,10.626,12.9405,1.51,5.41,1.24,3.1,1.22,2.31
2019-02-28,267.61053466796875,-0.0018626302241917525,0.6822130392937615,14.779999732971191,17.2997,11.5355,14.1059,1.5,5.76,1.23,3.19,1.22,2.57
2019-03-01,269.2815246582031,0.006244111399828167,0.6927169649093552,13.569999694824219,16.2335,11.11,13.4321,1.46,5.12,1.21,2.8,1.21,2.32
2019-03-04,268.302001953125,-0.0036375414403992945,0.6865596368026305,14.630000114440918,14.6747,9.7958,11.8632,1.5,4.88,1.24,2.81,1.21,2.07
2019-03-05,267.93707275390625,-0.0013601434076608854,0.6842656738310064,14.739999771118164,13.9378,9.4827,11.3212,1.47,4.46,1.23,2.62,1.19,1.84
2019-03-06,266.3142395019531,-0.00605677010379102,0.6740644638509055,15.739999771118164,13.2432,9.5313,10.9785,1.39,3.71,1.21,2.26,1.15,1.45
2019-03-07,264.0863342285156,-0.008365700901326267,0.6600597412567897,16.59000015258789,13.262,9.4763,11.035,1.4,3.79,1.2,2.23,1.16,1.56
2019-03-08,263.5581970214844,-0.001999865720330063,0.6567398446865502,16.049999237060547,12.2464,8.974,10.3842,1.36,3.27,1.18,1.86,1.16,1.41
2019-03-11,267.380126953125,0.014501275144666037,0.6807646850174811,14.329999923706055,12.8905,9.4415,11.0464,1.37,3.45,1.17,1.84,1.17,1.6
2019-03-12,268.3883972167969,0.0037709244705708134,0.6871027216974848,13.770000457763672,13.3572,9.8342,11.5464,1.36,3.52,1.16,1.81,1.17,1.71
2019-03-13,270.16497802734375,0.006619439696239127,0.6982703964251222,13.40999984741211,13.7502,10.2368,11.8112,1.34,3.51,1.16,1.94,1.15,1.57
2019-03-14,269.9920349121094,-0.0006401389125161305,0.6971832674603964,13.5,13.7989,10.1929,11.6768,1.35,3.61,1.18,2.12,1.15,1.48
2019-03-15,271.3260192871094,0.004940828626423199,0.7055687591325512,12.880000114440918,17.0606,12.5477,14.597000000000001,1.36,4.51,1.17,2.46,1.16,2.05
2019-03-18,272.309814453125,0.003625878449108777,0.7117529441397632,13.100000381469727,17.1511,12.4793,14.7032,1.37,4.67,1.17,2.45,1.18,2.22
2019-03-19,272.3773193359375,0.0002478973552535457,0.7121772831674629,13.5600004196167,15.3438,11.2016,13.2516,1.37,4.14,1.16,2.09,1.18,2.05
2019-03-20,271.5574645996094,-0.003009996347445365,0.7070236357989499,13.90999984741211,16.2338,11.3749,13.7253,1.43,4.86,1.18,2.51,1.21,2.35
2019-03-21,274.6246643066406,0.011294845868271786,0.726304204658796,13.630000114440918,15.3021,10.575,12.8087,1.45,4.73,1.19,2.49,1.21,2.23
2019-03-22,269.3391418457031,-0.019246350193206974,0.6930791493959272,16.479999542236328,14.0878,9.5169,11.6056,1.48,4.57,1.21,2.48,1.22,2.09
2019-03-25,269.1365661621094,-0.0007521212186448745,0.6918057486428213,16.329999923706055,13.638,9.3254,11.1433,1.46,4.31,1.22,2.49,1.19,1.82
2019-03-26,271.14276123046875,0.007454189881990869,0.7044167899366487,14.680000305175781,13.1054,9.4826,10.9203,1.38,3.62,1.2,2.19,1.15,1.44
2019-03-27,269.7248840332031,-0.0052292644318852055,0.6955039438399251,15.149999618530273,13.6393,9.6968,11.5028,1.41,3.94,1.19,2.14,1.19,1.81
2019-03-28,270.74725341796875,0.003790415513311496,0.7019306082915369,14.430000305175781,13.2859,9.5946,11.248,1.38,3.69,1.18,2.04,1.17,1.65
2019-03-29,272.4544982910156,0.006305677533176235,0.7126624338912657,13.710000038146973,12.0542,8.9412,10.213,1.35,3.11,1.18,1.84,1.14,1.27
2019-04-01,275.68560791015625,0.011859263250957097,0.7329733485548071,13.399999618530273,12.5255,8.8657,10.422,1.41,3.66,1.2,2.1,1.18,1.56
2019-04-02,275.8206481933594,0.0004898343596055899,0.7338222184452101,13.359999656677246,14.0273,9.7862,11.464,1.43,4.24,1.22,2.56,1.17,1.68
2019-04-03,276.2546691894531,0.0015735623817021427,0.7365504958647149,13.739999771118164,13.1209,9.2214,10.7432,1.42,3.9,1.22,2.38,1.17,1.52
2019-04-04,276.9876708984375,0.0026533550044061105,0.7411581808133214,13.579999923706055,13.0756,9.0107,10.5999,1.45,4.06,1.23,2.48,1.18,1.59
2019-04-05,278.3283386230469,0.004840171117583614,0.7495856843512385,12.819999694824219,11.5412,8.4579,9.7288,1.36,3.08,1.19,1.81,1.15,1.27
2019-04-08,278.5405578613281,0.0007624780118731245,0.7509197049654444,13.180000305175781,11.7751,8.3096,9.8118,1.42,3.47,1.2,1.96,1.18,1.5
2019-04-09,277.1130676269531,-0.005124891848194202,0.7419464308426245,14.279999732971191,11.8436,8.4335,9.9017,1.4,3.41,1.2,1.94,1.17,1.47
2019-04-10,278.0583190917969,0.0034110678104730674,0.7478883282404403,13.300000190734863,12.355,8.5279,10.2171,1.45,3.83,1.21,2.14,1.2,1.69
2019-04-11,277.98114013671875,-0.00027756391295974403,0.7474031775166372,13.020000457763672,11.8528,8.3522,9.7373,1.42,3.5,1.22,2.12,1.17,1.39
2019-04-12,279.8619384765625,0.00676592066252657,0.7592259687811616,12.010000228881836,12.1298,8.4213,9.9638,1.44,3.71,1.22,2.17,1.18,1.54
2019-04-15,279.6786193847656,-0.0006550340242577057,0.7580736159152521,12.319999694824219,11.9783,8.5553,9.6887,1.4,3.42,1.24,2.29,1.13,1.13
2019-04-16,279.8619384765625,0.0006554633750701644,0.7592259687811618,12.180000305175781,12.8889,9.1268,10.3935,1.41,3.76,1.24,2.5,1.14,1.27
2019-04-17,279.1771240234375,-0.002446972449532847,0.7549211913030516,12.600000381469727,13.1397,9.041,10.4393,1.45,4.1,1.26,2.7,1.15,1.4
2019-04-18,279.7268981933594,0.0019692665430413037,0.7583770988907588,12.09000015258789,12.1195,8.2841,9.7375,1.46,3.84,1.24,2.38,1.18,1.45
2019-04-22,279.96795654296875,0.0008617632096385996,0.7598924035832539,12.420000076293945,12.2381,8.5658,9.9514,1.43,3.67,1.23,2.29,1.16,1.39
2019-04-23,282.4853515625,0.008991725519648552,0.7757168730203892,12.279999732971191,12.8687,8.5527,10.4515,1.5,4.32,1.23,2.42,1.22,1.9
2019-04-24,281.8584289550781,-0.002219310148134035,0.7717760065438821,13.140000343322754,14.5676,9.7253,11.5221,1.5,4.84,1.26,3.05,1.18,1.8
2019-04-25,281.6848449707031,-0.0006158552185879795,0.7706848490440832,13.25,14.8586,9.5851,11.6524,1.55,5.27,1.28,3.21,1.22,2.07
2019-04-26,282.99658203125,0.004656754113567141,0.7789304929987002,12.729999542236328,12.6773,8.5849,10.1999,1.48,4.09,1.24,2.48,1.19,1.62
2019-04-29,283.4402160644531,0.0015676303580025586,0.7817191984443015,13.109999656677246,15.5939,10.0889,12.2302,1.55,5.51,1.28,3.36,1.21,2.14
2019-04-30,283.58489990234375,0.0005104562785744893,0.782628688195804,13.119999885559082,21.4737,13.924000000000001,17.3047,1.54,7.55,1.24,4.17,1.24,3.38
2019-05-01,281.453369140625,-0.007516376092143062,0.7692297805426807,14.800000190734863,21.256999999999998,13.6241,17.058,1.56,7.63,1.25,4.2,1.25,3.43
2019-05-02,280.8456726074219,-0.0021591375333634977,0.7654097701183664,14.420000076293945,20.814,13.3245,16.937,1.56,7.49,1.23,3.88,1.27,3.61
2019-05-03,283.5945739746094,0.009787942757551571,0.7826894998919072,12.869999885559082,16.9636,11.0646,13.7847,1.53,5.9,1.23,3.18,1.25,2.72
2019-05-06,282.4275207519531,-0.004115217037829244,0.7753533456887927,15.4399995803833,21.7596,14.5035,18.1086,1.5,7.26,1.2,3.65,1.25,3.61
2019-05-07,277.7110290527344,-0.01669983040838674,0.7457052459008278,19.31999969482422,19.7163,13.0433,16.27,1.51,6.67,1.21,3.45,1.25,3.23
2019-05-08,277.32525634765625,-0.001389115536368779,0.7432802596218264,19.399999618530273,17.4127,12.1603,14.6462,1.43,5.25,1.19,2.77,1.2,2.49
2019-05-09,276.48614501953125,-0.0030257299287342887,0.738005564366117,19.100000381469727,16.2572,11.0035,13.3556,1.48,5.25,1.22,2.9,1.21,2.35
2019-05-10,277.87506103515625,0.005023456113965041,0.7467363590445373,16.040000915527344,16.9809,11.1223,13.8237,1.53,5.86,1.23,3.16,1.24,2.7
2019-05-13,270.8919677734375,-0.025130334603274296,0.702840289878043,20.549999237060547,17.6048,12.3378,14.7274,1.43,5.27,1.2,2.88,1.19,2.39
2019-05-14,273.3418273925781,0.009043677593237431,0.7182402284524749,18.059999465942383,16.0192,10.8437,13.2511,1.48,5.18,1.21,2.77,1.22,2.41
2019-05-15,274.9429016113281,0.005857406581432301,0.7283046600750942,16.440000534057617,15.9608,10.7891,13.1842,1.48,5.17,1.21,2.78,1.22,2.4
2019-05-16,277.4892272949219,0.00926128904827439,0.7443109890955293,15.289999961853027,18.1937,12.4827,15.2132,1.46,5.71,1.2,2.98,1.22,2.73
2019-05-17,275.6951904296875,-0.006465248697123727,0.7330335847459009,15.960000038146973,17.0054,11.9081,14.3332,1.43,5.1,1.19,2.67,1.2,2.43
2019-05-20,273.8723449707031,-0.006611814504791869,0.7215750881529865,16.309999465942383,19.3025,13.3986,16.3643,1.44,5.9,1.18,2.94,1.22,2.97
2019-05-21,276.3414306640625,0.009015461906617395,0.7370958827796112,14.949999809265137,19.3683,13.9356,16.7591,1.39,5.43,1.16,2.61,1.2,2.82
2019-05-22,275.49267578125,-0.00307139932210998,0.7317605676628018,14.75,19.0253,13.5853,16.3206,1.4,5.44,1.17,2.7,1.2,2.74
2019-05-23,272.12652587890625,-0.01221865478927131,0.7106007831088574,16.920000076293945,20.1518,15.0711,17.7355,1.34,5.08,1.14,2.42,1.18,2.66
2019-05-24,272.74383544921875,0.0022684652601165922,0.7144812215592682,15.850000381469727,20.5576,15.2575,17.8833,1.35,5.3,1.15,2.67,1.17,2.63
2019-05-28,270.2071533203125,-0.009300602980552242,0.6985355123999333,17.5,18.3432,13.5287,15.9252,1.36,4.81,1.15,2.42,1.18,2.4
2019-05-29,268.3939514160156,-0.006710414147131916,0.6871376356681189,17.899999618530273,17.0475,12.7482,14.8068,1.34,4.3,1.15,2.24,1.16,2.06
2019-05-30,269.1269226074219,0.0027309527190877425,0.691745128781722,17.299999237060547,16.3329,12.5152,14.2148,1.31,3.82,1.15,2.12,1.14,1.7
2019-05-31,265.5003967285156,-0.01347515084619122,0.6689486079780791,18.709999084472656,16.8056,12.1737,14.1418,1.38,4.63,1.19,2.66,1.16,1.97
2019-06-03,264.8251953125,-0.0025431277102988536,0.6647042585260654,18.860000610351562,16.4722,12.2805,14.0167,1.34,4.19,1.18,2.46,1.14,1.74
2019-06-04,270.57366943359375,0.02170667377139246,0.7008394507917384,16.969999313354492,16.832,12.3516,14.347000000000001,1.36,4.48,1.17,2.49,1.16,2.0
2019-06-05,272.9174499511719,0.00866226385769342,0.7155725708940708,16.09000015258789,16.914,11.953,14.1937,1.42,4.96,1.19,2.72,1.19,2.24
2019-06-06,274.6921081542969,0.0065025457457648095,0.7267281600164888,15.930000305175781,16.5834,12.0316,14.0804,1.38,4.55,1.18,2.5,1.17,2.05
2019-06-07,277.44097900390625,0.010007098012678739,0.7440076979550261,16.299999237060547,15.8947,11.6449,13.6862,1.36,4.25,1.16,2.21,1.18,2.04
2019-06-10,278.714111328125,0.0045888402239266934,0.7520106706302399,15.9399995803833,16.2387,11.6122,13.6854,1.4,4.63,1.19,2.55,1.18,2.07
2019-06-11,278.6466369628906,-0.00024209167204647386,0.7515865234375436,15.989999771118164,15.921,11.532,13.3664,1.38,4.39,1.19,2.55,1.16,1.83
2019-06-12,278.1547546386719,-0.0017652548388167322,0.7484945268514394,15.90999984741211,14.769,10.784,12.3788,1.37,3.99,1.19,2.39,1.15,1.59
2019-06-13,279.3024597167969,0.00412613862961253,0.7557090576623471,15.819999694824219,14.4961,11.4535,12.4368,1.27,3.04,1.17,2.06,1.09,0.98
2019-06-14,278.9938659667969,-0.0011048730122638073,0.7537692221071488,15.279999732971191,15.3673,11.3664,12.9246,1.35,4.0,1.19,2.44,1.14,1.56
2019-06-17,279.1000061035156,0.0003804389618062842,0.7544364242492552,15.350000381469727,15.5236,11.6268,13.2404,1.34,3.9,1.17,2.28,1.14,1.61
2019-06-18,282.0224304199219,0.010470885892142734,0.772806927852588,15.149999618530273,16.9081,12.3363,14.3807,1.37,4.57,1.18,2.53,1.17,2.04
2019-06-19,282.65899658203125,0.0022571472813759375,0.776808414190195,14.329999923706055,17.1237,12.1103,14.302,1.41,5.01,1.2,2.82,1.18,2.19
2019-06-20,285.3595886230469,0.009554240528947266,0.7937844691532254,14.75,16.3223,11.6763,13.7528,1.4,4.65,1.19,2.57,1.18,2.08
2019-06-21,284.94482421875,-0.001453479822767667,0.7911772396209171,15.399999618530273,15.7135,11.2351,13.0764,1.4,4.48,1.2,2.64,1.16,1.84
2019-06-24,284.5959167480469,-0.0012244737964963726,0.7889839900261206,15.260000228881836,14.6424,9.9477,11.9721,1.47,4.69,1.22,2.67,1.2,2.02
2019-06-25,281.8045654296875,-0.009808121459559005,0.7714374177627379,16.280000686645508,13.3552,9.1597,11.1024,1.46,4.2,1.2,2.25,1.21,1.94
2019-06-26,281.52349853515625,-0.0009973823316264951,0.7696706173806793,16.209999084472656,12.6061,8.9919,10.4819,1.4,3.61,1.2,2.12,1.17,1.49
2019-06-27,282.52178955078125,0.00354603086711891,0.7759459240145445,15.819999694824219,12.8727,8.8488,10.6545,1.45,4.02,1.21,2.22,1.2,1.81
2019-06-28,283.9755859375,0.005145784999558201,0.7850845599103651,15.079999923706055,14.0209,9.5473,11.7359,1.47,4.47,1.19,2.29,1.23,2.19
2019-07-01,286.5536804199219,0.009078577913346653,0.8012905891694235,14.0600004196167,14.595,9.7873,11.9003,1.49,4.81,1.23,2.69,1.22,2.11
2019-07-02,287.29998779296875,0.0026044243157274938,0.8059819141795475,12.930000305175781,13.07,9.0054,10.9746,1.45,4.06,1.19,2.1,1.22,1.97
2019-07-03,289.5969543457031,0.007995010965296645,0.8204207593865405,12.569999694824219,12.843,8.6545,10.637,1.48,4.19,1.21,2.21,1.23,1.98
2019-07-05,289.2674255371094,-0.0011378876871763755,0.8183493250189542,13.279999732971191,12.0333,8.2944,9.9872,1.45,3.74,1.2,2.05,1.2,1.69
2019-07-08,287.677978515625,-0.005494732144599723,0.8083579825326612,13.960000038146973,12.526,8.3549,10.2525,1.5,4.17,1.22,2.27,1.23,1.9
2019-07-09,288.0365295410156,0.0012463624335818935,0.8106118519885579,14.09000015258789,12.6585,8.5059,10.3561,1.49,4.15,1.22,2.3,1.22,1.85
2019-07-10,289.4128112792969,0.00477814998144277,0.8192632269755371,13.029999732971191,13.6431,8.9687,11.2388,1.52,4.67,1.21,2.4,1.25,2.27
2019-07-11,290.0912170410156,0.0023440764723579033,0.8235277191029164,12.930000305175781,13.4146,9.0539,10.8133,1.48,4.36,1.24,2.6,1.19,1.76
2019-07-12,291.3899841308594,0.004477098972838434,0.8316918331810546,12.390000343322754,14.0703,9.5923,11.4407,1.47,4.48,1.23,2.63,1.19,1.85
2019-07-15,291.4868469238281,0.0003324163431961402,0.8323007174821029,12.680000305175781,13.8488,9.1631,11.1154,1.51,4.69,1.25,2.73,1.21,1.95
2019-07-16,290.54681396484375,-0.0032249584120344066,0.8263916238698823,12.859999656677246,12.8183,8.7917,10.3863,1.46,4.03,1.23,2.43,1.18,1.59
2019-07-17,288.569580078125,-0.006805216205048481,0.8139626339943582,13.970000267028809,12.2101,8.3287,10.0422,1.47,3.88,1.22,2.17,1.21,1.71
2019-07-18,289.62603759765625,0.0036610148555686894,0.820603578144858,13.529999732971191,12.845999999999998,8.982000000000001,10.6405,1.43,3.86,1.21,2.21,1.18,1.66
2019-07-19,288.01715087890625,-0.005555048614051206,0.8104900367613477,14.449999809265137,12.1243,8.2678,9.8373,1.47,3.86,1.23,2.29,1.19,1.57
2019-07-22,288.7246398925781,0.0024564127917832135,0.8149373476470443,13.529999732971191,13.0896,8.6677,10.3748,1.51,4.42,1.26,2.71,1.2,1.71
2019-07-23,290.7890930175781,0.007150249198572434,0.8279146019625168,12.609999656677246,14.3461,9.4116,11.3938,1.52,4.93,1.26,2.95,1.21,1.98
2019-07-24,292.1556396484375,0.004699442529561448,0.8365047815833857,12.069999694824219,16.2651,10.7767,13.0945,1.51,5.49,1.24,3.17,1.22,2.32
2019-07-25,290.760009765625,-0.0047770081881421955,0.8277317832041995,12.739999771118164,19.2041,12.1939,15.3632,1.57,7.01,1.25,3.84,1.26,3.17
2019-07-26,292.7080383300781,0.006699781603472177,0.8399771869813923,12.15999984741211,19.6119,12.1416,15.5756,1.62,7.47,1.26,4.04,1.28,3.43
2019-07-29,292.17498779296875,-0.0018210997557513986,0.8366264049755925,12.829999923706055,25.526999999999997,17.2301,21.0574,1.48,8.3,1.21,4.47,1.22,3.83
2019-07-30,291.45782470703125,-0.002454567009157138,0.8321182823937925,13.9399995803833,22.0959,14.0348,17.8035,1.57,8.06,1.24,4.29,1.27,3.77
2019-07-31,288.2691650390625,-0.010940381069452942,0.8120742102200929,16.1200008392334,21.3683,13.682,17.3114,1.56,7.69,1.23,4.06,1.27,3.63
2019-08-01,285.7589416503906,-0.008707915008293488,0.7962948220087758,17.8700008392334,18.1581,11.4019,14.154000000000002,1.59,6.76,1.28,4.0,1.24,2.75
2019-08-02,283.6073303222656,-0.007529462825199618,0.7827696869233622,17.610000610351562,19.2855,12.317,15.3641,1.57,6.97,1.26,3.92,1.25,3.05
2019-08-05,275.078369140625,-0.030073133765439297,0.7291562156555456,24.59000015258789,23.2974,14.7478,18.7018,1.58,8.55,1.25,4.6,1.27,3.95
2019-08-06,278.9357604980469,0.014022881440924673,0.7534039682605211,20.170000076293945,18.9775,13.2571,15.8018,1.43,5.72,1.2,3.18,1.19,2.54
2019-08-07,279.1005554199219,0.0005907988333255787,0.7544398772793179,19.489999771118164,24.2753,16.5964,20.5917,1.46,7.68,1.18,3.68,1.24,4.0
2019-08-08,284.57647705078125,0.019619887974140937,0.7888617911289038,16.90999984741211,22.9887,15.755999999999998,19.473,1.46,7.23,1.18,3.52,1.24,3.72
2019-08-09,282.6380615234375,-0.006811580308508258,0.7766768153778072,17.969999313354492,19.925,12.9983,16.3745,1.53,6.93,1.22,3.55,1.26,3.38
2019-08-12,279.1974792480469,-0.012173103144161312,0.7550491452503731,21.09000015258789,18.2846,11.8467,14.6973,1.54,6.44,1.24,3.59,1.24,2.85
2019-08-13,283.5393981933594,0.015551426026504389,0.782342662205614,17.520000457763672,19.2125,12.6591,15.7416,1.52,6.55,1.22,3.47,1.24,3.08
2019-08-14,275.1558532714844,-0.029567478012906823,0.7296432847293837,22.100000381469727,17.5646,11.6285,14.3029,1.51,5.94,1.23,3.26,1.23,2.67
2019-08-15,275.8827819824219,0.0026418798738774285,0.7342127945122974,21.18000030517578,18.2876,12.0166,14.8108,1.52,6.27,1.23,3.48,1.23,2.79
2019-08-16,279.9533996582031,0.014754881209080306,0.7598008982865936,18.469999313354492,21.9861,15.0931,18.7887,1.46,6.89,1.17,3.2,1.24,3.7
2019-08-19,283.32623291015625,0.0120478381618907,0.7810026947063002,16.8799991607666,21.7899,14.1562,17.9884,1.54,7.63,1.21,3.8,1.27,3.83
2019-08-20,281.15521240234375,-0.007662617349311729,0.7673555525586728,17.5,22.9382,14.5213,18.8169,1.58,8.42,1.22,4.12,1.3,4.3
2019-08-21,283.4425354003906,0.008135445821910059,0.7817337779045659,15.800000190734863,21.4353,13.8905,17.4823,1.54,7.54,1.23,3.95,1.26,3.59
2019-08-22,283.35528564453125,-0.00030782167445730924,0.7811853216296141,16.68000030517578,19.6841,12.4943,15.555,1.58,7.19,1.27,4.13,1.24,3.06
2019-08-23,276.07659912109375,-0.025687491612803703,0.7354311386194043,19.8700008392334,20.7939,12.3316,16.0105,1.69,8.46,1.3,4.78,1.3,3.68
2019-08-26,279.1296081542969,0.011058557816644221,0.7546225042026318,19.31999969482422,21.9522,13.5533,17.3958,1.62,8.4,1.26,4.56,1.28,3.84
